dataset,horizon_sec,feature_name,positive_rows,negative_rows,feature_id,block,history_definition,variable_type,unit,behavioural_reason,primary_association_test,effect_size,redundancy_check,predictive_ranking,selection_status,missing_handling,important_note,present_in_final_dataset,experiment_role,test,n_positive_nonmissing,n_negative_nonmissing,positive_mean,negative_mean,positive_median,negative_median,statistic,p_value,effect_size_name,test_detail,q_value_bh,fdr_significant_0p05
individual,2,veh3_closing_speed_mps,3801,24338,V05.3,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.17229355825582682,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,3184,20450,1.464647024183417,2.0872506880684596,0.0390065,1.088698,26947142.0,5.460431111476205e-56,rank_biserial,two_sided,2.0021580742079418e-55,True
individual,3,veh3_closing_speed_mps,5167,22972,V05.3,ranked_vehicle_context,max of zero and negative vehicle vy,numeric,m/s,Closing speed directly represents approach toward the conflict reference,Mann-Whitney U,-0.16695106203392818,Spearman,grouped permutation importance,candidate,missing when rank unavailable; paired presence mask,Vehicle rank 3. May be redundant with speed depending on heading,True,individual_core,mann_whitney_u,4262,19372,1.5160346611919286,2.1105912125748505,0.0435235,1.143087,34389703.0,2.5967574503472407e-66,rank_biserial,two_sided,9.52144398460655e-66,True
individual,1,veh1_ttc_capped_sec,1745,26394,V06.1,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.018239514798123135,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 1. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,1745,26394,18.481784212634,17.74181362710506,30.0,30.0,23448798.5,0.16019556080737096,rank_biserial,two_sided,0.16897339975572007,False
individual,2,veh1_ttc_capped_sec,3801,24338,V06.1,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.045270361379267765,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 1. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,3801,24338,18.899575412690865,17.614054407971867,30.0,30.0,48348321.0,7.807520530894494e-07,rank_biserial,two_sided,1.1561136170747617e-06,True
individual,3,veh1_ttc_capped_sec,5167,22972,V06.1,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.0355786502705846,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 1. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,5167,22972,18.54453819088661,17.617469680156113,30.0,30.0,61459689.5,1.093300380185643e-05,rank_biserial,two_sided,1.650669201456755e-05,True
individual,1,veh2_ttc_capped_sec,1745,26394,V06.2,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.07231644858072062,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 2. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,1745,26394,19.433599296393187,17.473221210061258,30.0,30.0,24694123.5,2.7639758382590575e-08,rank_biserial,two_sided,4.83695771695335e-08,True
individual,2,veh2_ttc_capped_sec,3801,24338,V06.2,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.10887491514585368,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 2. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,3801,24338,20.05996047984104,17.209792160682355,30.0,30.0,51290309.5,2.0443315371911296e-32,rank_biserial,two_sided,5.621911727275606e-32,True
individual,3,veh2_ttc_capped_sec,5167,22972,V06.2,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.10629588663588274,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 2. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,5167,22972,19.865622825181674,17.08402221194712,30.0,30.0,65656627.5,2.8986473345807627e-39,rank_biserial,two_sided,7.971280170097098e-39,True
individual,1,veh3_ttc_capped_sec,1745,26394,V06.3,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.1017358073696093,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 3. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,1745,26394,19.95860169772943,17.19668704454471,30.0,30.0,25371615.0,6.150627564359221e-15,rank_biserial,two_sided,1.633097663640207e-14,True
individual,2,veh3_ttc_capped_sec,3801,24338,V06.3,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.14744786595186277,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 3. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,3801,24338,20.793155616354497,16.83303202064622,30.0,30.0,53074477.0,8.817149524604658e-58,rank_biserial,two_sided,3.7717806299697703e-57,True
individual,3,veh3_ttc_capped_sec,5167,22972,V06.3,ranked_vehicle_context,front y divided by closing speed capped at 30 s,numeric,s,Short TTC can discourage crossing,Mann-Whitney U,0.1553824783992468,Spearman,grouped permutation importance,candidate,30 s plus infinite indicator when nonfinite,Vehicle rank 3. TTC is vehicle-reference TTC not pedestrian-vehicle Euclidean TTC,True,individual_core,mann_whitney_u,5167,22972,20.730566169719783,16.611626432931782,30.0,30.0,68569826.5,1.51768255705157e-81,rank_biserial,two_sided,6.874209228998287e-81,True
individual,1,veh1_ttc_infinite,1745,26394,V07.1,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.015236952397130712,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 1. Must accompany capped TTC,True,individual_core,chi_square,1745,26394,,,,,7.5326863758782485,0.006058949468730618,cramers_v,"{""table"": {""0"": {""0"": 11841, ""1"": 724}, ""1"": {""0"": 14553, ""1"": 1021}}, ""minimum_expected_count"": 779.2005757134226}",0.008043777742969958,True
individual,2,veh1_ttc_infinite,3801,24338,V07.1,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.03107095973661762,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 1. Must accompany capped TTC,True,individual_core,chi_square,3801,24338,,,,,28.16458842192104,1.1142463574602353e-07,cramers_v,"{""table"": {""0"": {""0"": 11019, ""1"": 1546}, ""1"": {""0"": 13319, ""1"": 2255}}, ""minimum_expected_count"": 1697.2730018835068}",1.8651515114008286e-07,True
individual,3,veh1_ttc_infinite,5167,22972,V07.1,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.022532679118728183,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 1. Must accompany capped TTC,True,individual_core,chi_square,5167,22972,,,,,15.286306697277453,9.238378599187674e-05,cramers_v,"{""table"": {""0"": {""0"": 10384, ""1"": 2181}, ""1"": {""0"": 12588, ""1"": 2986}}, ""minimum_expected_count"": 2307.237464017911}",0.00013679906771874056,True
individual,1,veh2_ttc_infinite,1745,26394,V07.2,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.03365633905159956,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 2. Must accompany capped TTC,True,individual_core,chi_square,1745,26394,,,,,32.87333131669914,9.836342680090133e-09,cramers_v,"{""table"": {""0"": {""0"": 11995, ""1"": 670}, ""1"": {""0"": 14399, ""1"": 1075}}, ""minimum_expected_count"": 785.4019332598884}",1.942047144530616e-08,True
individual,2,veh2_ttc_infinite,3801,24338,V07.2,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.06698354953016016,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 2. Must accompany capped TTC,True,individual_core,chi_square,3801,24338,,,,,127.24949862939246,1.6382724724137e-29,cramers_v,"{""table"": {""0"": {""0"": 11276, ""1"": 1389}, ""1"": {""0"": 13062, ""1"": 2412}}, ""minimum_expected_count"": 1710.7809445964676}",4.3498958750294793e-29,True
individual,3,veh2_ttc_infinite,5167,22972,V07.2,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.07255875927310082,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 2. Must accompany capped TTC,True,individual_core,chi_square,5167,22972,,,,,149.1402334245941,2.6723155145679067e-34,cramers_v,"{""table"": {""0"": {""0"": 10734, ""1"": 1931}, ""1"": {""0"": 12238, ""1"": 3236}}, ""minimum_expected_count"": 2325.599879171257}",6.637686923281575e-34,True
individual,1,veh3_ttc_infinite,1745,26394,V07.3,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.047938387444499006,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 3. Must accompany capped TTC,True,individual_core,chi_square,1745,26394,,,,,65.66366347999316,5.348289807851231e-16,cramers_v,"{""table"": {""0"": {""0"": 12146, ""1"": 629}, ""1"": {""0"": 14248, ""1"": 1116}}, ""minimum_expected_count"": 792.2234265610008}",1.5252530192760919e-15,True
individual,2,veh3_ttc_infinite,3801,24338,V07.3,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.09433645459007745,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 3. Must accompany capped TTC,True,individual_core,chi_square,3801,24338,,,,,251.410414432092,1.2792634928708232e-56,cramers_v,"{""table"": {""0"": {""0"": 11502, ""1"": 1273}, ""1"": {""0"": 12836, ""1"": 2528}}, ""minimum_expected_count"": 1725.6396815807243}",4.925164447552669e-56,True
individual,3,veh3_ttc_infinite,5167,22972,V07.3,ranked_vehicle_context,one when stopped receding or no finite TTC,binary,0/1,Separates genuinely large TTC from stopped or nonapproaching vehicles,Chi-square or Fisher,0.10986375395444294,phi or direct duplicate check,grouped permutation importance,candidate,one when TTC is nonfinite,Vehicle rank 3. Must accompany capped TTC,True,individual_core,chi_square,5167,22972,,,,,340.62694536486504,4.659436752262689e-76,cramers_v,"{""table"": {""0"": {""0"": 11026, ""1"": 1749}, ""1"": {""0"": 11946, ""1"": 3418}}, ""minimum_expected_count"": 2345.7985358399374}",1.993203499579039e-75,True
individual,1,veh1_class,1745,26394,V08.1,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.042624318645542246,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 1. Expands into three categorical features,True,individual_core,chi_square,1745,26394,,,,,65.1225314936592,1.4546765975121896e-08,cramers_v,"{""table"": {""0"": {""0"": 146, ""1"": 12}, ""1"": {""0"": 3792, ""1"": 316}, ""10"": {""0"": 1582, ""1"": 79}, ""11"": {""0"": 81, ""1"": 1}, ""12"": {""0"": 5, ""1"": 0}, ""13"": {""0"": 184, ""1"": 8}, ""2"": {""0"": 401, ""1"": 15}, ""3"": {""0"": 976, ""1"": 62}, ""4"": {""0"": 137, ""1"": 6}, ""5"": {""0"": 1694, ""1"": 93}, ""6"": {""0"": 28, ""1"": 0}, ""7"": {""0"": 4140, ""1"": 284}, ""8"": {""0"": 997, ""1"": 107}, ""9"": {""0"": 10955, ""1"": 691}, ""missing"": {""0"": 1276, ""1"": 71}}, ""minimum_expected_count"": 0.31006787732328794}",2.6048860001962462e-08,True
individual,2,veh1_class,3801,24338,V08.1,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.057362612022235276,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 1. Expands into three categorical features,True,individual_core,chi_square,3801,24338,,,,,106.58772141284332,2.560126735059214e-16,cramers_v,"{""table"": {""0"": {""0"": 133, ""1"": 25}, ""1"": {""0"": 3407, ""1"": 701}, ""10"": {""0"": 1409, ""1"": 252}, ""11"": {""0"": 74, ""1"": 8}, ""12"": {""0"": 5, ""1"": 0}, ""13"": {""0"": 162, ""1"": 30}, ""2"": {""0"": 378, ""1"": 38}, ""3"": {""0"": 895, ""1"": 143}, ""4"": {""0"": 128, ""1"": 15}, ""5"": {""0"": 1568, ""1"": 219}, ""6"": {""0"": 28, ""1"": 0}, ""7"": {""0"": 3841, ""1"": 583}, ""8"": {""0"": 903, ""1"": 201}, ""9"": {""0"": 10221, ""1"": 1425}, ""missing"": {""0"": 1186, ""1"": 161}}, ""minimum_expected_count"": 0.6753971356480329}",5.187625226304197e-16,True
individual,3,veh1_class,5167,22972,V08.1,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.07961959673373892,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 1. Expands into three categorical features,True,individual_core,chi_square,5167,22972,,,,,192.37516314111542,1.9738082378602304e-33,cramers_v,"{""table"": {""0"": {""0"": 128, ""1"": 30}, ""1"": {""0"": 3139, ""1"": 969}, ""10"": {""0"": 1270, ""1"": 391}, ""11"": {""0"": 71, ""1"": 11}, ""12"": {""0"": 5, ""1"": 0}, ""13"": {""0"": 145, ""1"": 47}, ""2"": {""0"": 360, ""1"": 56}, ""3"": {""0"": 823, ""1"": 215}, ""4"": {""0"": 123, ""1"": 20}, ""5"": {""0"": 1484, ""1"": 303}, ""6"": {""0"": 28, ""1"": 0}, ""7"": {""0"": 3633, ""1"": 791}, ""8"": {""0"": 857, ""1"": 247}, ""9"": {""0"": 9790, ""1"": 1856}, ""missing"": {""0"": 1116, ""1"": 231}}, ""minimum_expected_count"": 0.9181207576672945}",4.7494760723511797e-33,True
individual,1,veh2_class,1745,26394,V08.2,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.02733523445442633,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 2. Expands into three categorical features,True,individual_core,chi_square,1745,26394,,,,,34.02559885300258,0.001192828893068822,cramers_v,"{""table"": {""0"": {""0"": 135, ""1"": 7}, ""1"": {""0"": 5346, ""1"": 314}, ""10"": {""0"": 1494, ""1"": 111}, ""11"": {""0"": 209, ""1"": 16}, ""13"": {""0"": 371, ""1"": 6}, ""2"": {""0"": 490, ""1"": 28}, ""3"": {""0"": 799, ""1"": 52}, ""4"": {""0"": 9, ""1"": 0}, ""5"": {""0"": 1382, ""1"": 113}, ""6"": {""0"": 8, ""1"": 0}, ""7"": {""0"": 4679, ""1"": 286}, ""8"": {""0"": 991, ""1"": 82}, ""9"": {""0"": 7778, ""1"": 547}, ""missing"": {""0"": 2703, ""1"": 183}}, ""minimum_expected_count"": 0.49610860371726073}",0.0016401397279696302,True
individual,2,veh2_class,3801,24338,V08.2,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.038980708651553855,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 2. Expands into three categorical features,True,individual_core,chi_square,3801,24338,,,,,55.75603046931798,2.975741929018062e-07,cramers_v,"{""table"": {""0"": {""0"": 126, ""1"": 16}, ""1"": {""0"": 4936, ""1"": 724}, ""10"": {""0"": 1344, ""1"": 261}, ""11"": {""0"": 195, ""1"": 30}, ""13"": {""0"": 349, ""1"": 28}, ""2"": {""0"": 439, ""1"": 79}, ""3"": {""0"": 762, ""1"": 89}, ""4"": {""0"": 9, ""1"": 0}, ""5"": {""0"": 1238, ""1"": 257}, ""6"": {""0"": 8, ""1"": 0}, ""7"": {""0"": 4286, ""1"": 679}, ""8"": {""0"": 928, ""1"": 145}, ""9"": {""0"": 7237, ""1"": 1088}, ""missing"": {""0"": 2481, ""1"": 405}}, ""minimum_expected_count"": 1.0806354170368528}",4.773586011133142e-07,True
individual,3,veh2_class,5167,22972,V08.2,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.056236450686717974,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 2. Expands into three categorical features,True,individual_core,chi_square,5167,22972,,,,,101.98796699703409,6.826437884614153e-16,cramers_v,"{""table"": {""0"": {""0"": 122, ""1"": 20}, ""1"": {""0"": 4688, ""1"": 972}, ""10"": {""0"": 1239, ""1"": 366}, ""11"": {""0"": 183, ""1"": 42}, ""13"": {""0"": 332, ""1"": 45}, ""2"": {""0"": 399, ""1"": 119}, ""3"": {""0"": 734, ""1"": 117}, ""4"": {""0"": 9, ""1"": 0}, ""5"": {""0"": 1158, ""1"": 337}, ""6"": {""0"": 8, ""1"": 0}, ""7"": {""0"": 4010, ""1"": 955}, ""8"": {""0"": 870, ""1"": 203}, ""9"": {""0"": 6921, ""1"": 1404}, ""missing"": {""0"": 2299, ""1"": 587}}, ""minimum_expected_count"": 1.4689932122676712}",1.3140892927882247e-15,True
individual,1,veh3_class,1745,26394,V08.3,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.04222796319882667,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 3. Expands into three categorical features,True,individual_core,chi_square,1745,26394,,,,,62.176132652847585,9.028954773572537e-09,cramers_v,"{""table"": {""0"": {""0"": 56, ""1"": 1}, ""1"": {""0"": 4973, ""1"": 346}, ""10"": {""0"": 1559, ""1"": 58}, ""11"": {""0"": 95, ""1"": 0}, ""13"": {""0"": 285, ""1"": 14}, ""2"": {""0"": 365, ""1"": 30}, ""3"": {""0"": 1239, ""1"": 85}, ""5"": {""0"": 523, ""1"": 27}, ""6"": {""0"": 10, ""1"": 0}, ""7"": {""0"": 7421, ""1"": 452}, ""8"": {""0"": 559, ""1"": 46}, ""9"": {""0"": 5064, ""1"": 426}, ""missing"": {""0"": 4245, ""1"": 260}}, ""minimum_expected_count"": 0.6201357546465759}",1.8295513620133825e-08,True
individual,2,veh3_class,3801,24338,V08.3,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.039408992762757236,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 3. Expands into three categorical features,True,individual_core,chi_square,3801,24338,,,,,55.70067379250907,1.3548720262636103e-07,cramers_v,"{""table"": {""0"": {""0"": 56, ""1"": 1}, ""1"": {""0"": 4569, ""1"": 750}, ""10"": {""0"": 1439, ""1"": 178}, ""11"": {""0"": 95, ""1"": 0}, ""13"": {""0"": 264, ""1"": 35}, ""2"": {""0"": 326, ""1"": 69}, ""3"": {""0"": 1136, ""1"": 188}, ""5"": {""0"": 489, ""1"": 61}, ""6"": {""0"": 10, ""1"": 0}, ""7"": {""0"": 6872, ""1"": 1001}, ""8"": {""0"": 517, ""1"": 88}, ""9"": {""0"": 4677, ""1"": 813}, ""missing"": {""0"": 3888, ""1"": 617}}, ""minimum_expected_count"": 1.3507942712960659}",2.219683957921234e-07,True
individual,3,veh3_class,5167,22972,V08.3,ranked_vehicle_context,best vehicle class for each ranked vehicle,categorical,category,Vehicle type may change perceived risk and pedestrian response,Chi-square or Fisher,0.048849645475178165,Cramer's V,grouped permutation importance,candidate,missing or unknown retained as category,Vehicle rank 3. Expands into three categorical features,True,individual_core,chi_square,5167,22972,,,,,79.145794275254,6.004471996393234e-12,cramers_v,"{""table"": {""0"": {""0"": 53, ""1"": 4}, ""1"": {""0"": 4318, ""1"": 1001}, ""10"": {""0"": 1353, ""1"": 264}, ""11"": {""0"": 93, ""1"": 2}, ""13"": {""0"": 236, ""1"": 63}, ""2"": {""0"": 284, ""1"": 111}, ""3"": {""0"": 1084, ""1"": 240}, ""5"": {""0"": 471, ""1"": 79}, ""6"": {""0"": 10, ""1"": 0}, ""7"": {""0"": 6523, ""1"": 1350}, ""8"": {""0"": 489, ""1"": 116}, ""9"": {""0"": 4458, ""1"": 1032}, ""missing"": {""0"": 3600, ""1"": 905}}, ""minimum_expected_count"": 1.836241515334589}",1.0752194040053001e-11,True
individual,1,veh1_history_mean_front_y_m,1745,26394,V09.1,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.0572153913813539,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 1. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,1674,25118,7.055195127350789,8.695736389354495,3.4894008333333333,3.5418549761904767,19820883.0,8.642659039410515e-05,rank_biserial,two_sided,0.00012556315962917162,True
individual,2,veh1_history_mean_front_y_m,3801,24338,V09.1,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.04984239369821608,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 1. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,3640,23152,8.197340458056448,8.655476157725724,3.416310119047618,3.592444071428571,40036449.0,1.287632339410318e-06,rank_biserial,two_sided,1.8707111346149905e-06,True
individual,3,veh1_history_mean_front_y_m,5167,22972,V09.1,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.02576032328000455,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 1. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,4936,21856,8.823256601326134,8.541284255437667,3.4482415476190478,3.5807883571428567,52551080.5,0.00463704274306886,rank_biserial,two_sided,0.0060517337494288516,True
individual,1,veh2_history_mean_front_y_m,1745,26394,V09.2,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.05568696000701734,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 2. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,1562,23691,6.422866296056673,7.74311464254898,3.579481238095238,3.827409142857143,17472313.5,0.00022235348982644238,rank_biserial,two_sided,0.0003170596058636308,True
individual,2,veh2_history_mean_front_y_m,3801,24338,V09.2,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.0657341975436978,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 2. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,3396,21857,7.153619481808345,7.7403556934093105,3.44249269047619,3.865736142857143,34673580.5,6.718930044234795e-10,rank_biserial,two_sided,1.203157240479254e-09,True
individual,3,veh2_history_mean_front_y_m,5167,22972,V09.2,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.05444028949854851,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 2. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,4580,20673,7.501493332346184,7.6968899864036615,3.4467198333333338,3.878127380952381,44763903.0,7.757296769509123e-09,rank_biserial,two_sided,1.2708762792600053e-08,True
individual,1,veh3_history_mean_front_y_m,1745,26394,V09.3,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.08471182242458597,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 3. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,1485,22149,5.372060401016368,6.7453417159301825,3.4851796190476185,3.839558,15052493.0,4.411744406957308e-08,rank_biserial,two_sided,7.54898487412695e-08,True
individual,2,veh3_history_mean_front_y_m,3801,24338,V09.3,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.11429715816245034,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 3. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,3184,20450,5.621653403853931,6.820574030502494,3.107267380952381,3.921691571428571,28835296.0,2.728887215808126e-25,rank_biserial,two_sided,6.5663848630383035e-25,True
individual,3,veh3_history_mean_front_y_m,5167,22972,V09.3,ranked_vehicle_context,mean vehicle y across previous 2 s,numeric,m,Average distance reduces one-frame tracking noise,Mann-Whitney U,-0.11328289229725153,Spearman,grouped permutation importance,candidate,mean over available history; paired presence mask,Vehicle rank 3. Must follow the same vehicle track over history,True,individual_core,mann_whitney_u,4262,19372,5.8578590812152225,6.8353235575835045,3.074117380952381,3.9648292857142864,36605218.0,4.273901035812385e-31,rank_biserial,two_sided,9.972435750228898e-31,True
individual,1,veh1_history_front_y_change_m,1745,26394,V10.1,ranked_vehicle_context,last minus first vehicle y across previous 2 s,numeric,m,Distance change represents recent approach dynamics,Mann-Whitney U,0.038017808036866496,Spearman,grouped permutation importance,candidate,computed when history available; paired presence mask,Vehicle rank 1. May correlate with closing speed,True,individual_core,mann_whitney_u,1674,25118,-3.32910041218638,-3.7905079197786455,-0.0513964999999998,-0.18824850000000026,21823043.5,0.009091391846980634,rank_biserial,two_sided,0.011476019216680473,True
individual,2,veh1_history_front_y_change_m,3801,24338,V10.1,ranked_vehicle_context,last minus first vehicle y across previous 2 s,numeric,m,Distance change represents recent approach dynamics,Mann-Whitney U,0.047622461116975545,Spearman,grouped permutation importance,candidate,computed when history available; paired presence mask,Vehicle rank 1. May correlate with closing speed,True,individual_core,mann_whitney_u,3640,23152,-3.421280285714286,-3.815196604137871,-0.04649349999999995,-0.2180550000000001,44143290.5,3.727726126149773e-06,rank_biserial,two_sided,5.2188165766096815e-06,True
individual,3,veh1_history_front_y_change_m,5167,22972,V10.1,ranked_vehicle_context,last minus first vehicle y across previous 2 s,numeric,m,Distance change represents recent approach dynamics,Mann-Whitney U,0.022916362010602542,Spearman,grouped permutation importance,candidate,computed when history available; paired presence mask,Vehicle rank 1. May correlate with closing speed,True,individual_core,mann_whitney_u,4936,21856,-3.6444597522285256,-3.788151477031479,-0.06192850000000025,-0.2116229999999994,55176730.5,0.011780427656961965,rank_biserial,two_sided,0.01463053112235599,True
